Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_7_23,VDD,Metal1,21.3280,32.0520,4.999980
FILLER_6_115,VDD,Metal1,69.2600,30.9275,4.999972
FILLER_6_107,VDD,Metal1,66.0265,30.7830,4.999972
FILLER_6_101,VDD,Metal1,61.4200,30.9275,4.999972
FILLER_6_60,VDD,Metal1,37.5200,31.3600,4.999972
FILLER_6_14,VDD,Metal1,11.4800,31.3600,4.999980
FILLER_6_2,VDD,Metal1,5.9800,30.9275,4.999980
FILLER_5_118,VDD,Metal1,69.7200,23.5200,4.999828
FILLER_5_116,VDD,Metal1,68.8800,23.5200,4.999828
FILLER_5_112,VDD,Metal1,67.5800,23.9525,4.999828
FILLER_5_80,VDD,Metal1,57.7955,24.2885,4.999828
FILLER_5_69,VDD,Metal1,42.2800,23.5200,4.999828
FILLER_5_67,VDD,Metal1,41.4400,23.5200,4.999828
FILLER_5_59,VDD,Metal1,39.1465,24.0965,4.999828
FILLER_5_35,VDD,Metal1,23.5200,23.5200,4.999836
FILLER_5_31,VDD,Metal1,22.2200,23.9525,4.999839
FILLER_4_115,VDD,Metal1,69.2600,23.0875,4.999828
FILLER_4_107,VDD,Metal1,66.0265,22.9430,4.999828
FILLER_4_103,VDD,Metal1,61.6000,23.5200,4.999828
FILLER_4_87,VDD,Metal1,57.1680,22.8280,4.999828
FILLER_4_19,VDD,Metal1,19.0880,22.8280,4.999839
FILLER_4_10,VDD,Metal1,9.2400,23.5200,4.999840
FILLER_4_2,VDD,Metal1,7.2265,22.9430,4.999840
FILLER_3_118,VDD,Metal1,69.7200,15.6800,4.999959
FILLER_3_116,VDD,Metal1,68.8800,15.6800,4.999959
FILLER_3_112,VDD,Metal1,67.5800,16.1125,4.999959
FILLER_3_104,VDD,Metal1,64.3465,16.2565,4.999959
FILLER_3_72,VDD,Metal1,53.3155,16.4485,4.999959
FILLER_3_68,VDD,Metal1,42.0000,15.6800,4.999959
FILLER_3_60,VDD,Metal1,39.7065,16.2565,4.999959
FILLER_3_30,VDD,Metal1,20.4400,15.6800,4.999964
FILLER_3_26,VDD,Metal1,19.4200,16.1125,4.999964
FILLER_3_18,VDD,Metal1,16.1865,16.2565,4.999964
FILLER_3_2,VDD,Metal1,9.5680,16.3720,4.999964
FILLER_2_115,VDD,Metal1,69.2600,15.2475,4.999959
FILLER_2_107,VDD,Metal1,66.0265,15.1030,4.999959
FILLER_2_104,VDD,Metal1,61.8800,15.6800,4.999959
FILLER_2_96,VDD,Metal1,59.8665,15.1030,4.999959
FILLER_2_80,VDD,Metal1,53.2480,14.9880,4.999959
FILLER_2_49,VDD,Metal1,31.3600,15.6800,4.999959
FILLER_2_45,VDD,Metal1,30.0600,15.2475,4.999959
FILLER_2_37,VDD,Metal1,26.8265,15.1030,4.999959
FILLER_2_34,VDD,Metal1,22.6800,15.6800,4.999959
FILLER_2_2,VDD,Metal1,14.1155,14.9110,4.999964
FILLER_1_118,VDD,Metal1,69.7200,7.8400,5.000000
FILLER_1_116,VDD,Metal1,68.8800,7.8400,5.000000
FILLER_1_112,VDD,Metal1,67.5800,8.2725,5.000000
FILLER_1_104,VDD,Metal1,64.3465,8.4165,5.000000
FILLER_1_72,VDD,Metal1,53.3155,8.6085,5.000000
FILLER_1_69,VDD,Metal1,42.2800,7.8400,5.000000
FILLER_1_67,VDD,Metal1,41.4400,7.8400,5.000000
FILLER_1_50,VDD,Metal1,31.6400,7.8400,5.000000
FILLER_1_34,VDD,Metal1,27.4880,8.5320,5.000000
FILLER_1_2,VDD,Metal1,14.1155,8.6085,5.000000
FILLER_0_118,VDD,Metal1,69.7200,7.8400,5.000000
FILLER_0_116,VDD,Metal1,68.8800,7.8400,5.000000
FILLER_0_112,VDD,Metal1,67.5800,7.4075,5.000000
FILLER_0_104,VDD,Metal1,64.3465,7.2630,5.000000
FILLER_0_70,VDD,Metal1,52.1955,7.0710,5.000000
FILLER_0_36,VDD,Metal1,28.6080,7.1480,5.000000
FILLER_0_2,VDD,Metal1,14.1155,7.0710,5.000000
clkload0,VDD,Metal1,35.0030,54.4900,4.999935
clkbuf_1_1__f_clk_i,VDD,Metal1,46.3310,46.5425,4.999792
clkbuf_1_0__f_clk_i,VDD,Metal1,38.2285,23.0225,4.999828
clkbuf_0_clk_i,VDD,Metal1,39.0510,38.7025,4.999796
output11,VDD,Metal1,51.1500,70.2300,5.000000
output10,VDD,Metal1,65.3300,47.3700,4.999792
output9,VDD,Metal1,65.3300,31.6900,4.999972
output8,VDD,Metal1,37.1500,7.5100,5.000000
output7,VDD,Metal1,36.5900,8.1700,5.000000
output6,VDD,Metal1,9.1500,31.6900,4.999980
output5,VDD,Metal1,9.1500,39.5300,4.999799
output4,VDD,Metal1,9.1500,55.2100,4.999936
output3,VDD,Metal1,9.1500,62.3900,4.999991
input2,VDD,Metal1,8.7700,47.3700,4.999822
input1,VDD,Metal1,8.7700,46.7100,4.999822
TAP_TAPCELL_ROW_16_61,VDD,Metal1,61.0400,69.8900,5.000000
TAP_TAPCELL_ROW_16_60,VDD,Metal1,42.0000,69.8900,5.000000
TAP_TAPCELL_ROW_16_59,VDD,Metal1,22.9600,69.8900,5.000000
TAP_TAPCELL_ROW_15_58,VDD,Metal1,43.1200,63.3900,4.999991
TAP_TAPCELL_ROW_14_57,VDD,Metal1,62.7200,62.0500,4.999991
TAP_TAPCELL_ROW_14_56,VDD,Metal1,23.5200,62.0500,4.999991
TAP_TAPCELL_ROW_13_55,VDD,Metal1,43.1200,55.5500,4.999935
TAP_TAPCELL_ROW_12_54,VDD,Metal1,62.7200,54.2100,4.999935
TAP_TAPCELL_ROW_12_53,VDD,Metal1,23.5200,54.2100,4.999935
TAP_TAPCELL_ROW_11_52,VDD,Metal1,43.1200,47.7100,4.999792
TAP_TAPCELL_ROW_10_51,VDD,Metal1,62.7200,46.3700,4.999792
TAP_TAPCELL_ROW_10_50,VDD,Metal1,23.5200,46.3700,4.999793
TAP_TAPCELL_ROW_9_49,VDD,Metal1,43.1200,39.8700,4.999796
TAP_TAPCELL_ROW_8_48,VDD,Metal1,62.7200,38.5300,4.999796
TAP_TAPCELL_ROW_8_47,VDD,Metal1,23.5200,38.5300,4.999797
TAP_TAPCELL_ROW_7_46,VDD,Metal1,43.1200,32.0300,4.999972
TAP_TAPCELL_ROW_6_45,VDD,Metal1,62.7200,30.6900,4.999972
TAP_TAPCELL_ROW_6_44,VDD,Metal1,23.5200,30.6900,4.999980
TAP_TAPCELL_ROW_5_43,VDD,Metal1,43.1200,24.1900,4.999828
TAP_TAPCELL_ROW_4_42,VDD,Metal1,62.7200,22.8500,4.999828
TAP_TAPCELL_ROW_4_41,VDD,Metal1,23.5200,22.8500,4.999836
TAP_TAPCELL_ROW_3_40,VDD,Metal1,43.1200,16.3500,4.999959
TAP_TAPCELL_ROW_2_39,VDD,Metal1,62.7200,15.0100,4.999959
TAP_TAPCELL_ROW_2_38,VDD,Metal1,23.5200,15.0100,4.999959
TAP_TAPCELL_ROW_1_37,VDD,Metal1,43.1200,8.5100,5.000000
TAP_TAPCELL_ROW_0_36,VDD,Metal1,61.0400,7.1700,5.000000
TAP_TAPCELL_ROW_0_35,VDD,Metal1,42.0000,7.1700,5.000000
TAP_TAPCELL_ROW_0_34,VDD,Metal1,22.9600,7.1700,5.000000
PHY_EDGE_ROW_16_Left_33,VDD,Metal1,3.9130,69.8880,5.000000
PHY_EDGE_ROW_15_Left_32,VDD,Metal1,3.9130,63.3915,4.999991
PHY_EDGE_ROW_14_Left_31,VDD,Metal1,3.9130,62.0480,4.999991
PHY_EDGE_ROW_13_Left_30,VDD,Metal1,3.9130,55.5515,4.999936
PHY_EDGE_ROW_12_Left_29,VDD,Metal1,3.9130,54.2080,4.999936
PHY_EDGE_ROW_11_Left_28,VDD,Metal1,3.9130,47.7115,4.999822
PHY_EDGE_ROW_10_Left_27,VDD,Metal1,3.9130,46.3680,4.999822
PHY_EDGE_ROW_9_Left_26,VDD,Metal1,3.9130,39.8715,4.999799
PHY_EDGE_ROW_8_Left_25,VDD,Metal1,3.9130,38.5280,4.999799
PHY_EDGE_ROW_7_Left_24,VDD,Metal1,3.9130,32.0315,4.999980
PHY_EDGE_ROW_6_Left_23,VDD,Metal1,3.9130,30.6880,4.999980
PHY_EDGE_ROW_5_Left_22,VDD,Metal1,3.9130,24.1915,4.999840
PHY_EDGE_ROW_4_Left_21,VDD,Metal1,3.9130,22.8480,4.999840
PHY_EDGE_ROW_3_Left_20,VDD,Metal1,3.9130,16.3515,4.999964
PHY_EDGE_ROW_2_Left_19,VDD,Metal1,3.9130,15.0080,4.999964
PHY_EDGE_ROW_1_Left_18,VDD,Metal1,3.9130,8.5115,5.000000
PHY_EDGE_ROW_0_Left_17,VDD,Metal1,3.9130,7.1680,5.000000
PHY_EDGE_ROW_16_Right_16,VDD,Metal1,70.5665,69.8880,5.000000
PHY_EDGE_ROW_15_Right_15,VDD,Metal1,70.5665,63.3915,4.999991
PHY_EDGE_ROW_14_Right_14,VDD,Metal1,70.5665,62.0480,4.999991
PHY_EDGE_ROW_13_Right_13,VDD,Metal1,70.5665,55.5515,4.999935
PHY_EDGE_ROW_12_Right_12,VDD,Metal1,70.5665,54.2080,4.999935
PHY_EDGE_ROW_11_Right_11,VDD,Metal1,70.5665,47.7115,4.999792
PHY_EDGE_ROW_10_Right_10,VDD,Metal1,70.5665,46.3680,4.999792
PHY_EDGE_ROW_9_Right_9,VDD,Metal1,70.5665,39.8715,4.999796
PHY_EDGE_ROW_8_Right_8,VDD,Metal1,70.5665,38.5280,4.999796
PHY_EDGE_ROW_7_Right_7,VDD,Metal1,70.5665,32.0315,4.999972
PHY_EDGE_ROW_6_Right_6,VDD,Metal1,70.5665,30.6880,4.999972
PHY_EDGE_ROW_5_Right_5,VDD,Metal1,70.5665,24.1915,4.999828
PHY_EDGE_ROW_4_Right_4,VDD,Metal1,70.5665,22.8480,4.999828
PHY_EDGE_ROW_3_Right_3,VDD,Metal1,70.5665,16.3515,4.999959
PHY_EDGE_ROW_2_Right_2,VDD,Metal1,70.5665,15.0080,4.999959
PHY_EDGE_ROW_1_Right_1,VDD,Metal1,70.5665,8.5115,5.000000
PHY_EDGE_ROW_0_Right_0,VDD,Metal1,70.5665,7.1680,5.000000
_76_,VDD,Metal1,44.9665,54.2950,4.999935
_75_,VDD,Metal1,51.6865,39.7845,4.999796
_74_,VDD,Metal1,51.6865,30.7750,4.999972
_73_,VDD,Metal1,39.9265,15.0950,4.999959
_72_,VDD,Metal1,28.7265,16.2645,4.999959
_71_,VDD,Metal1,12.4865,24.1045,4.999840
_70_,VDD,Metal1,12.4865,38.6150,4.999799
_69_,VDD,Metal1,13.2730,54.2950,4.999936
_68_,VDD,Metal1,30.0730,47.6245,4.999793
_67_,VDD,Metal1,40.4365,47.4730,4.999792
_66_,VDD,Metal1,50.6700,47.6030,4.999792
_65_,VDD,Metal1,46.3600,47.4775,4.999792
_64_,VDD,Metal1,40.1200,39.6225,4.999796
_63_,VDD,Metal1,39.3065,31.9230,4.999972
_62_,VDD,Metal1,41.8025,30.9375,4.999972
_61_,VDD,Metal1,46.8100,23.9425,4.999828
_60_,VDD,Metal1,45.3430,31.8230,4.999972
_59_,VDD,Metal1,33.4800,23.9575,4.999828
_58_,VDD,Metal1,28.8660,31.7500,4.999980
_57_,VDD,Metal1,31.8130,30.7965,4.999980
_56_,VDD,Metal1,19.8300,30.9375,4.999980
_55_,VDD,Metal1,25.4300,23.9425,4.999832
_54_,VDD,Metal1,27.0200,30.9775,4.999980
_53_,VDD,Metal1,12.4600,23.1375,4.999840
_52_,VDD,Metal1,13.8830,30.9265,4.999980
_51_,VDD,Metal1,8.2600,30.9775,4.999980
_50_,VDD,Metal1,14.8500,31.9230,4.999980
_49_,VDD,Metal1,18.1735,39.5900,4.999798
_48_,VDD,Metal1,19.4700,46.6890,4.999824
_47_,VDD,Metal1,15.7800,55.3025,4.999936
_46_,VDD,Metal1,14.8300,46.4765,4.999823
_45_,VDD,Metal1,20.1765,47.5030,4.999824
_44_,VDD,Metal1,16.3800,47.4225,4.999823
_43_,VDD,Metal1,27.1825,46.7450,4.999792
_42_,VDD,Metal1,25.4700,54.3165,4.999935
_41_,VDD,Metal1,28.2900,54.3165,4.999935
_40_,VDD,Metal1,30.9800,46.6050,4.999792
_39_,VDD,Metal1,14.9400,39.6350,4.999799
_38_,VDD,Metal1,16.9800,30.9250,4.999980
_37_,VDD,Metal1,29.3000,23.9550,4.999828
_36_,VDD,Metal1,36.2200,30.9250,4.999979
_35_,VDD,Metal1,49.1000,31.7950,4.999972
_34_,VDD,Metal1,55.8200,38.7650,4.999796
